price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax
13100,1.152,5.3800001,5.6999998,3.79,4,30.700001,21,18.35,9.4803677,1.6826884,5.7268476
13500,1.613,5.3800001,6.0999999,3.76,4,30.700001,21,20.34,9.5104446,1.6826884,5.7268476
18900,.064000003,4.9899998,5.9299998,3.3599999,5,27.9,19.200001,9.6800003,9.8469172,1.6074358,5.6312118
20000,.097000003,4.9899998,5.8400002,3.3800001,5,27.9,19.200001,11.41,9.9034872,1.6074358,5.6312118
13668,.079999998,4.9899998,5.8499999,3.9300001,5,27.9,19.200001,8.7700005,9.5228128,1.6074358,5.6312118
24701,.175,4.9899998,5.9699998,3.8499999,5,27.9,19.200001,10.13,10.114599,1.6074358,5.6312118
30801,.028000001,4.2800002,6.5900002,5.4000001,3,25.200001,18.299999,4.3200002,10.335302,1.453953,5.529429
34899,.034000002,4.2800002,7.02,5.4000001,3,25.200001,18.299999,1.98,10.460214,1.453953,5.529429
26601,.127,4.48,6.77,5.7199998,3,23.299999,17.9,4.8400002,10.188704,1.4996231,5.4510384
25301,.141,4.48,6.1700001,5.7199998,3,23.299999,17.9,5.8099999,10.138599,1.4996231,5.4510384
24701,.15899999,4.48,6.21,5.7199998,3,23.299999,17.9,7.4400001,10.114599,1.4996231,5.4510384
21200,.123,4.48,6.0700002,5.7199998,3,23.299999,17.9,9.5500002,9.9617567,1.4996231,5.4510384
19300,.171,4.48,5.6799998,5.0999999,3,23.299999,17.9,10.21,9.8678608,1.4996231,5.4510384
20000,.18799999,4.48,5.79,5.0999999,3,23.299999,17.9,14.15,9.9034872,1.4996231,5.4510384
16600,.229,4.48,6.0300002,5.6900001,3,23.299999,17.9,18.799999,9.7171583,1.4996231,5.4510384
14400,.25400001,4.48,5.4000001,5.8699999,3,23.299999,17.9,30.809999,9.5749836,1.4996231,5.4510384
19400,.22,4.48,5.5999999,6.0900002,3,23.299999,17.9,16.200001,9.8730288,1.4996231,5.4510384
19700,.089000002,4.3899999,5.96,6.8099999,4,24.299999,16.799999,13.45,9.8883743,1.4793292,5.4930615
20500,.043000001,4.3899999,6.1100001,6.8099999,4,24.299999,16.799999,9.4300003,9.9281797,1.4793292,5.4930615
22620,.054000001,4.3899999,6.5100002,6.8099999,4,24.299999,16.799999,5.2800002,10.026589,1.4793292,5.4930615
23400,.050000001,4.3899999,6,6.8099999,4,24.299999,21.1,8.4300003,10.060492,1.4793292,5.4930615
18900,.014,4.0999999,5.8899999,7.3200002,3,46.900002,17.9,14.8,9.8469172,1.4109869,6.1506028
35401,.013,4.0300002,7.25,8.6999998,5,22.6,17.299999,4.8099999,10.474495,1.3937664,5.4205351
24701,.021,4.0999999,6.3800001,9.1899996,2,31.299999,15.1,5.77,10.114599,1.4109869,5.7462034
32562,.014,4.1100001,6.8200002,8.3199997,5,25.6,19.700001,3.95,10.390902,1.4134231,5.5451775
23300,.154,4.5300002,6.1399999,7.8099999,8,28.4,19.700001,6.8600001,10.056209,1.510722,5.6489744
19600,.103,4.5300002,5.9299998,6.9299998,8,28.4,19.700001,9.2200003,9.8832846,1.510722,5.6489744
18700,.149,4.5300002,5.7399998,6.7600002,8,28.4,19.700001,13.15,9.8362789,1.510722,5.6489744
16000,.17200001,4.5300002,5.9699998,6.8200002,8,28.4,19.700001,14.44,9.6803436,1.510722,5.6489744
22199,.11,4.5300002,6.46,7.23,8,28.4,19.700001,6.73,10.007803,1.510722,5.6489744
24999,.127,4.5300002,6.7600002,7.98,8,28.4,19.700001,9.5,10.126591,1.510722,5.6489744
33001,.02,4.1599998,7.0999999,9.2200003,3,21.6,18.6,8.0500002,10.404293,1.4255151,5.3752785
23501,.035999998,3.98,6.29,6.6100001,4,33.700001,16.1,4.6700001,10.064798,1.3812819,5.8200831
19400,.044,3.98,5.79,6.6100001,4,33.700001,16.1,10.24,9.8730288,1.3812819,5.8200831
22000,.057999998,4.0900002,5.8800001,6.5,4,34.5,18.9,8.1000004,9.9987974,1.408545,5.8435445
17400,.13600001,4.0900002,5.5900002,6.5,4,34.5,18.9,13.09,9.764226,1.408545,5.8435445
20900,.12800001,4.0900002,5.8800001,6.5,4,34.5,18.9,8.79,9.947504,1.408545,5.8435445
24200,.088,4.1300001,6.4200001,5.29,4,30.5,19.200001,6.7199998,10.094108,1.4182774,5.7203116
21700,.15899999,4.1300001,5.96,5.29,4,30.5,19.200001,9.8800001,9.9850674,1.4182774,5.7203116
22800,.092,4.1300001,6.0599999,5.29,4,30.5,19.200001,5.52,10.034515,1.4182774,5.7203116
23400,.19499999,4.1300001,6.2399998,5.29,4,30.5,19.200001,7.54,10.060492,1.4182774,5.7203116
24101,.079000004,4.3699999,6.27,4.25,5,39.799999,18.700001,6.7800002,10.090009,1.474763,5.9864521
21400,.094999999,4.3699999,6.29,4.5,5,39.799999,18.700001,8.9399996,9.9711466,1.474763,5.9864521
20000,.102,4.3699999,6.2800002,4.0500002,5,39.799999,18.700001,11.97,9.9034872,1.474763,5.9864521
20800,.086999997,4.3699999,6.1399999,4.0900002,5,39.799999,18.700001,10.27,9.942708,1.474763,5.9864521
21200,.056000002,4.3699999,6.23,5.0100002,5,39.799999,18.700001,12.34,9.9617567,1.474763,5.9864521
20300,.083999999,4.3699999,5.8699999,4.5,5,39.799999,18.700001,9.1000004,9.918376,1.474763,5.9864521
28001,.041000001,4.2600002,6.73,5.4000001,4,28.1,19,5.29,10.239996,1.4492692,5.6383548
23899,.045000002,4.2600002,6.6199999,5.4000001,4,28.1,19,7.2199998,10.081592,1.4492692,5.6383548
24800,.037,4.2600002,6.3000002,5.4000001,4,28.1,19,6.7199998,10.118599,1.4492692,5.6383548
22900,.035999998,4.2600002,6.1700001,5.4000001,4,28.1,19,7.5100002,10.038892,1.4492692,5.6383548
23899,.050999999,4.4899998,6.3899999,4.7800002,3,24.700001,18.5,9.6199999,10.081592,1.5018526,5.5093884
26601,.057,4.4899998,6.6300001,4.4400001,3,24.700001,18.5,6.5300002,10.188704,1.5018526,5.5093884
22501,.052000001,4.4899998,6.0100002,4.4299998,3,24.700001,18.5,12.86,10.021315,1.5018526,5.5093884
22199,.071999997,4.4899998,6.1199999,3.75,3,24.700001,18.5,8.4399996,10.007803,1.5018526,5.5093884
23600,.057,4.8899999,7.0100002,3.4200001,2,27,17.799999,5.5,10.069002,1.5871923,5.5984221
28701,.052999999,4.8899999,7.0799999,3.4100001,2,27,17.799999,5.6999998,10.264688,1.5871923,5.5984221
22600,.046999998,4.8899999,6.4200001,3.0899999,2,27,17.799999,8.8100004,10.025705,1.5871923,5.5984221
22000,.039000001,4.8899999,6.4000001,3.0899999,2,27,17.799999,8.1999998,9.9987974,1.5871923,5.5984221
22900,.041999999,4.6399999,6.4400001,3.6700001,4,27,18.200001,8.1599998,10.038892,1.5347143,5.5984221
24999,.028999999,4.6399999,6.21,3.6700001,4,27,18.200001,6.21,10.126591,1.5347143,5.5984221
20600,.043000001,4.6399999,6.25,3.6099999,4,27,18.200001,10.59,9.9330463,1.5347143,5.5984221
28399,.122,4.4499998,6.6199999,3.5,2,27.6,18,6.6500001,10.254109,1.4929041,5.6204009
21400,.115,4.4499998,6.1599998,3.5,2,27.6,18,11.34,9.9711466,1.4929041,5.6204009
38700,.121,4.4499998,8.0699997,3.5,2,27.6,18,4.21,10.563595,1.4929041,5.6204009
43800,.082000002,4.4499998,7.8200002,3.5,2,27.6,18,3.5699999,10.687389,1.4929041,5.6204009
33200,.068999998,4.4499998,7.4200001,3.5,2,27.6,18,6.1900001,10.410305,1.4929041,5.6204009
27499,.149,5.1999998,6.73,2.78,5,38.400002,20.9,9.4200001,10.221905,1.6486586,5.9506426
26500,.114,5.1999998,6.7800002,2.8599999,5,38.400002,20.9,7.6700001,10.1849,1.6486586,5.9506426
18600,.229,5.1999998,6.4000001,2.71,5,38.400002,20.9,10.63,9.8309164,1.6486586,5.9506426
19300,.212,5.1999998,6.1399999,2.71,5,38.400002,20.9,13.44,9.8678608,1.6486586,5.9506426
20100,.14,5.1999998,6.1700001,2.4200001,5,38.400002,20.9,12.33,9.9084749,1.6486586,5.9506426
19500,.133,5.1999998,5.8499999,2.1099999,5,38.400002,20.9,16.469999,9.87817,1.6486586,5.9506426
19500,.171,5.1999998,5.8400002,2.21,5,38.400002,20.9,18.66,9.87817,1.6486586,5.9506426
20400,.131,5.1999998,6.1300001,2.1199999,5,38.400002,20.9,14.09,9.9232903,1.6486586,5.9506426
19800,.12800001,5.1999998,6.4699998,2.4300001,5,38.400002,20.9,12.27,9.8934374,1.6486586,5.9506426
19400,.264,5.1999998,6.23,2.55,5,38.400002,20.9,15.55,9.8730288,1.6486586,5.9506426
21700,.108,5.4699998,6.1900001,2.78,5,38.400002,20.9,13,9.9850674,1.6992786,5.9506426
22800,.101,5.4699998,6.71,2.6800001,6,43.200001,17.799999,10.16,10.034515,1.6992786,6.0684257
18800,.123,5.4699998,5.9099998,2.3499999,6,43.200001,17.799999,16.209999,9.8416119,1.6992786,6.0684257
18700,.222,5.4699998,6.0900002,2.6300001,6,43.200001,17.799999,17.09,9.8362789,1.6992786,6.0684257
18500,.142,5.4699998,6.25,2.26,6,43.200001,17.799999,10.45,9.8255262,1.6992786,6.0684257
18300,.171,5.4699998,5.9299998,2.46,6,43.200001,17.799999,15.76,9.8146563,1.6992786,6.0684257
21200,.132,5.4699998,6.1799998,2.73,6,43.200001,17.799999,12.04,9.9617567,1.6992786,6.0684257
19200,.15099999,5.4699998,6.02,2.75,6,43.200001,17.799999,10.3,9.8626652,1.6992786,6.0684257
20400,.131,5.4699998,5.8699999,2.48,6,43.200001,17.799999,15.37,9.9232903,1.6992786,6.0684257
19300,.145,5.8099999,5.73,2.76,6,43.200001,17.799999,13.61,9.8678608,1.7595806,6.0684257
22000,.068999998,5.8099999,5.8699999,2.26,2,18.799999,19.1,39.07,9.9987974,1.7595806,5.2364421
20300,.071999997,5.8099999,6,2.2,2,18.799999,19.1,14.27,9.918376,1.7595806,5.2364421
20500,.093000002,5.8099999,5.96,2.0899999,2,18.799999,19.1,17.93,9.9281797,1.7595806,5.2364421
17300,.15000001,5.8099999,5.8600001,1.9400001,2,18.799999,19.1,25.41,9.758462,1.7595806,5.2364421
18800,.097999997,5.8099999,5.8800001,2.01,2,18.799999,19.1,17.58,9.8416119,1.7595806,5.2364421
21400,.169,5.8099999,5.9899998,1.99,2,18.799999,19.1,14.81,9.9711466,1.7595806,5.2364421
15700,.38699999,6.2399998,5.6100001,1.76,2,18.799999,19.1,27.26,9.6614161,1.8309802,5.2364421
16200,.259,6.2399998,5.6900001,1.79,4,43.700001,21.200001,17.190001,9.6927662,1.8309802,6.0799332
18000,.32499999,6.2399998,6.4299998,1.8099999,4,43.700001,21.200001,15.39,9.7981272,1.8309802,6.0799332
14300,.88099998,6.2399998,5.6399999,1.98,4,43.700001,21.200001,18.34,9.5680151,1.8309802,6.0799332
19200,.34,6.2399998,6.46,2.1199999,4,43.700001,21.200001,12.6,9.8626652,1.8309802,6.0799332
19600,1.193,6.2399998,6.3299999,2.27,4,43.700001,21.200001,12.26,9.8832846,1.8309802,6.0799332
23001,.58999997,6.2399998,6.3699999,2.3299999,4,43.700001,21.200001,11.12,10.043293,1.8309802,6.0799332
18400,.33000001,6.2399998,5.8200002,2.47,4,43.700001,21.200001,15.03,9.8201056,1.8309802,6.0799332
15600,.97600001,6.2399998,5.7600002,2.3499999,4,43.700001,21.200001,17.309999,9.6550264,1.8309802,6.0799332
18100,.55800003,6.2399998,6.3299999,2.1099999,4,43.700001,21.200001,16.959999,9.8036671,1.8309802,6.0799332
17400,.32300001,6.2399998,5.9400001,1.97,4,43.700001,21.200001,16.9,9.764226,1.8309802,6.0799332
17100,.352,6.2399998,6.4499998,1.85,4,43.700001,21.200001,14.59,9.7468338,1.8309802,6.0799332
13300,.25,6.2399998,5.8600001,1.67,4,43.700001,21.200001,21.32,9.4955196,1.8309802,6.0799332
17800,.54500002,6.2399998,6.1500001,1.67,4,43.700001,21.200001,18.459999,9.7869539,1.8309802,6.0799332
14000,.29100001,6.2399998,6.1700001,1.61,4,43.700001,21.200001,24.16,9.546813,1.8309802,6.0799332
14400,1.6289999,6.2399998,5.02,1.4400001,4,43.700001,21.200001,34.41,9.5749836,1.8309802,6.0799332
13400,3.3210001,8.71,5.4000001,1.3200001,5,40.299999,14.7,26.82,9.5030098,2.1644719,5.9989367
15600,4.0970001,8.71,5.4699998,1.41,5,40.299999,14.7,26.42,9.6550264,2.1644719,5.9989367
11800,2.78,8.71,4.9000001,1.35,5,40.299999,14.7,29.290001,9.3758545,2.1644719,5.9989367
13800,2.3789999,8.71,6.1300001,1.42,5,40.299999,14.7,27.799999,9.532424,2.1644719,5.9989367
15600,2.155,8.71,5.6300001,1.52,5,40.299999,14.7,16.65,9.6550264,2.1644719,5.9989367
14600,2.369,8.71,4.9299998,1.46,5,40.299999,14.7,29.530001,9.5887766,2.1644719,5.9989367
17794,2.3310001,8.71,5.1900001,1.53,5,40.299999,14.7,28.32,9.7866163,2.1644719,5.9989367
15400,2.734,8.71,5.5999999,1.53,5,40.299999,14.7,21.450001,9.6421232,2.1644719,5.9989367
21500,1.6569999,8.71,6.1199999,1.62,5,40.299999,14.7,14.1,9.9758081,2.1644719,5.9989367
19600,1.4960001,8.71,5.4000001,1.59,5,40.299999,14.7,13.28,9.8832846,2.1644719,5.9989367
15300,1.127,8.71,5.0100002,1.61,5,40.299999,14.7,12.12,9.6356077,2.1644719,5.9989367
19400,3.1489999,8.71,5.71,1.62,5,40.299999,14.7,15.79,9.8730288,2.1644719,5.9989367
17000,1.414,8.71,6.1300001,1.75,5,40.299999,14.7,15.12,9.7409687,2.1644719,5.9989367
15600,3.5350001,8.71,6.1500001,1.75,5,40.299999,14.7,15.02,9.6550264,2.1644719,5.9989367
13100,2.447,8.71,5.27,1.74,5,40.299999,14.7,16.139999,9.4803677,2.1644719,5.9989367
41299,1.224,6.0500002,6.9400001,1.88,5,40.299999,14.7,4.5900002,10.628593,1.8000582,5.9989367
24299,1.3430001,6.0500002,6.0700002,1.76,5,40.299999,14.7,6.4299998,10.09819,1.8000582,5.9989367
23300,1.425,8.71,6.5100002,1.77,5,40.299999,14.7,7.3899999,10.056209,2.1644719,5.9989367
27000,1.273,6.0500002,6.25,1.8,5,40.299999,14.7,5.5,10.203592,1.8000582,5.9989367
50001,1.4630001,6.0500002,7.4899998,1.97,5,40.299999,14.7,1.73,10.819798,1.8000582,5.9989367
50001,1.834,6.0500002,7.8000002,2.04,5,40.299999,14.7,1.92,10.819798,1.8000582,5.9989367
50001,1.5190001,6.0500002,8.3699999,2.1600001,5,40.299999,14.7,3.3199999,10.819798,1.8000582,5.9989367
22700,2.2420001,6.0500002,5.8499999,2.4200001,5,40.299999,14.7,11.64,10.03012,1.8000582,5.9989367
24999,2.924,6.0500002,6.0999999,2.28,5,40.299999,14.7,9.8100004,10.126591,1.8000582,5.9989367
50001,2.01,6.0500002,7.9299998,2.05,5,40.299999,14.7,3.7,10.819798,1.8000582,5.9989367
23799,1.8,6.0500002,5.8800001,2.4300001,5,40.299999,14.7,12.14,10.077399,1.8000582,5.9989367
23799,2.3,6.0500002,6.3200002,2.0999999,5,40.299999,14.7,11.09,10.077399,1.8000582,5.9989367
22299,2.45,6.0500002,6.4000001,2.26,5,40.299999,14.7,11.32,10.012297,1.8000582,5.9989367
17400,1.207,6.0500002,5.8699999,2.4300001,5,40.299999,14.7,14.43,9.764226,1.8000582,5.9989367
19100,2.3139999,6.0500002,5.8800001,2.3900001,5,40.299999,14.7,12.03,9.8574438,1.8000582,5.9989367
23100,.139,5.0999999,5.5700002,2.5999999,5,29.6,16.6,14.69,10.047588,1.6292405,5.6903596
23600,.092,5.0999999,6.4200001,2.6500001,5,29.6,16.6,9.04,10.069002,1.6292405,5.6903596
22600,.083999999,5.0999999,5.8600001,2.7,5,29.6,16.6,9.6400003,10.025705,1.6292405,5.6903596
29401,.067000002,5.0999999,6.5500002,3.1300001,5,29.6,16.6,5.3299999,10.288784,1.6292405,5.6903596
23200,.07,5.0999999,6.02,3.55,5,29.6,16.6,10.11,10.051908,1.6292405,5.6903596
24600,.054000001,5.0999999,6.3099999,3.3,5,29.6,16.6,6.29,10.110501,1.6292405,5.6903596
29900,.066,5.0999999,6.8600001,2.9100001,5,29.6,16.6,6.9200001,10.305614,1.6292405,5.6903596
37201,.057999998,4.8800001,6.98,2.8299999,3,19.299999,17.799999,5.04,10.524091,1.5851452,5.2626901
39799,.066,4.8800001,7.7600002,2.74,3,19.299999,17.799999,7.5599999,10.591597,1.5851452,5.2626901
36199,.068999998,4.8800001,6.1399999,2.5999999,3,19.299999,17.799999,9.4499998,10.496787,1.5851452,5.2626901
37900,.090999998,4.8800001,7.1500001,2.7,3,19.299999,17.799999,4.8200002,10.542706,1.5851452,5.2626901
32500,.1,4.8800001,6.5599999,2.8499999,3,19.299999,17.799999,5.6799998,10.388995,1.5851452,5.2626901
26399,.082999997,4.8800001,5.5999999,2.99,3,19.299999,17.799999,13.98,10.181082,1.5851452,5.2626901
29599,.059999999,4.8800001,6.1500001,3.28,3,19.299999,17.799999,13.15,10.295496,1.5851452,5.2626901
50001,.056000002,4.8800001,7.8299999,3.2,3,19.299999,17.799999,4.4499998,10.819798,1.5851452,5.2626901
32000,.079000004,4.3699999,6.7800002,3.79,5,39.799999,15.2,6.6799998,10.373491,1.474763,5.9864521
29801,.126,4.3699999,6.5599999,4.5700002,5,39.799999,15.2,4.5599999,10.302298,1.474763,5.9864521
34899,.083999999,4.3699999,7.1799998,4.5700002,5,39.799999,15.2,5.3899999,10.460214,1.474763,5.9864521
37001,.090999998,4.3699999,6.9499998,6.48,5,39.799999,15.2,5.0999999,10.518701,1.474763,5.9864521
30501,.068999998,4.3699999,6.7399998,6.48,5,39.799999,15.2,4.6900001,10.325515,1.474763,5.9864521
36399,.086999997,4.3699999,7.1799998,6.48,5,39.799999,15.2,2.8699999,10.502296,1.474763,5.9864521
31101,.022,4.0100002,6.8000002,6.2199998,1,26.5,15.6,5.0300002,10.344995,1.3887913,5.57973
29100,.014,4.0100002,6.5999999,6.2199998,1,26.5,15.6,4.3800001,10.278494,1.3887913,5.57973
50001,.014,4.2199998,7.8699999,5.6500001,4,25.5,14.4,2.97,10.819798,1.4398351,5.5412636
33300,.039999999,4.04,7.29,7.3099999,2,32.900002,12.6,4.0799999,10.413313,1.3962446,5.7960577
30300,.046999998,4.04,7.1100001,7.3099999,2,32.900002,12.6,8.6099997,10.318903,1.3962446,5.7960577
34600,.037999999,4.04,7.27,7.3099999,2,32.900002,12.6,6.6199999,10.451609,1.3962446,5.7960577
34899,.032000002,4.0300002,6.9699998,7.6500001,3,40.200001,17,4.5599999,10.460214,1.3937664,5.9964519
32899,.017999999,4.0300002,7.1300001,7.6500001,3,40.200001,17,4.4499998,10.401197,1.3937664,5.9964519
24101,.034000002,4.1500001,6.1599998,6.27,2,34.799999,14.7,7.4299998,10.090009,1.4231083,5.8522024
42302,.022,4.1500001,7.6100001,6.27,2,34.799999,14.7,3.1099999,10.65259,1.4231083,5.8522024
48499,.035,4.1599998,7.8499999,5.1199999,4,22.4,14.7,3.8099999,10.789298,1.4255151,5.4116459
50001,.02,4.1599998,8.0299997,5.1199999,4,22.4,14.7,2.8800001,10.819798,1.4255151,5.4116459
22600,.13600001,4.8899999,5.8899999,3.95,4,27.700001,18.6,10.87,10.025705,1.5871923,5.6240177
24399,.23,4.8899999,6.3299999,4.3499999,4,27.700001,18.6,10.97,10.102298,1.5871923,5.6240177
22501,.252,4.8899999,5.7800002,4.3499999,4,27.700001,18.6,18.059999,10.021315,1.5871923,5.6240177
24399,.13600001,4.8899999,6.0599999,4.2399998,4,27.700001,18.6,14.66,10.102298,1.5871923,5.6240177
20000,.43599999,4.8899999,5.3400002,3.8699999,4,27.700001,18.6,23.09,9.9034872,1.5871923,5.6240177
21700,.17399999,4.8899999,5.96,3.8800001,4,27.700001,18.6,17.27,9.9850674,1.5871923,5.6240177
19300,.37599999,4.8899999,5.4000001,3.6700001,4,27.700001,18.6,23.98,9.8678608,1.5871923,5.6240177
22400,.21699999,4.8899999,5.8099999,3.6500001,4,27.700001,18.6,16.030001,10.016816,1.5871923,5.6240177
28099,.141,4.8899999,6.3699999,3.95,4,27.700001,18.6,9.3800001,10.243489,1.5871923,5.6240177
23699,.28999999,4.8899999,5.4099998,3.5899999,4,27.700001,18.6,29.549999,10.073188,1.5871923,5.6240177
24999,.198,4.8899999,6.1799998,3.95,4,27.700001,18.6,9.4700003,10.126591,1.5871923,5.6240177
23300,.046,5.5,5.8899999,3.1099999,5,27.6,16.4,13.51,10.056209,1.704748,5.6204009
28701,.07,5.5,6.6399999,3.4200001,5,27.6,16.4,9.6899996,10.264688,1.704748,5.6204009
21500,.111,5.5,5.9499998,2.8900001,5,27.6,16.4,17.92,9.9758081,1.704748,5.6204009
23001,.114,5.5,6.3699999,3.3599999,5,27.6,16.4,10.5,10.043293,1.704748,5.6204009
26699,.35800001,5.0700002,6.9499998,2.8599999,8,30.700001,16.4,9.71,10.192382,1.6233408,5.7268476
21700,.40799999,5.0700002,6.1599998,3.05,8,30.700001,17.4,21.459999,9.9850674,1.6233408,5.7268476
27499,.62400001,5.0700002,6.8800001,3.27,8,30.700001,17.4,9.9300003,10.221905,1.6233408,5.7268476
30101,.61500001,5.0700002,6.6199999,3.27,8,30.700001,17.4,7.5999999,10.312314,1.6233408,5.7268476
44802,.315,5.04,8.2700005,2.8900001,8,30.700001,17.4,4.1399999,10.710008,1.6174061,5.7268476
50001,.523,5.04,8.7200003,2.8900001,8,30.700001,17.4,4.9200001,10.819798,1.6174061,5.7268476
37602,.382,5.04,8.04,3.22,8,30.700001,17.4,3.1300001,10.534813,1.6174061,5.7268476
31600,.412,5.04,7.1599998,3.22,8,30.700001,17.4,6.3600001,10.360912,1.6174061,5.7268476
46700,.29800001,5.04,7.6900001,3.3800001,8,30.700001,17.4,3.9200001,10.751499,1.6174061,5.7268476
31499,.442,5.04,6.5500002,3.3800001,8,30.700001,17.4,3.76,10.357711,1.6174061,5.7268476
24299,.537,5.04,5.98,3.6700001,8,30.700001,17.4,11.65,10.09819,1.6174061,5.7268476
31701,.463,5.04,7.4099998,3.6700001,8,30.700001,17.4,5.25,10.364103,1.6174061,5.7268476
41702,.57499999,5.0700002,8.3400002,3.8399999,8,30.700001,17.4,2.47,10.638305,1.6233408,5.7268476
48301,.331,5.0700002,8.25,3.6500001,8,30.700001,17.4,3.95,10.785208,1.6233408,5.7268476
29001,.44800001,5.0700002,6.73,3.6500001,8,30.700001,17.4,8.0500002,10.275085,1.6233408,5.7268476
24000,.33000001,5.0700002,6.0900002,3.6500001,8,30.700001,17.4,10.88,10.085809,1.6233408,5.7268476
25099,.52100003,5.0700002,6.6300001,4.1500001,8,30.700001,17.4,9.54,10.130583,1.6233408,5.7268476
31499,.51200002,5.0700002,7.3600001,4.1500001,8,30.700001,17.4,4.73,10.357711,1.6233408,5.7268476
23699,.082000002,4.2800002,6.48,6.1900001,6,30,16.6,6.3600001,10.073188,1.453953,5.7037826
23300,.093000002,4.2800002,6.6100001,6.1900001,6,30,16.6,7.3699999,10.056209,1.453953,5.7037826
22000,.113,4.2800002,6.9000001,6.3400002,6,30,16.6,11.38,9.9987974,1.453953,5.7037826
20100,.106,4.2800002,6.0900002,6.3400002,6,30,16.6,12.4,9.9084749,1.453953,5.7037826
22199,.103,4.2800002,6.3600001,7.04,6,30,16.6,11.22,10.007803,1.453953,5.7037826
23699,.126,4.2800002,6.3899999,7.04,6,30,16.6,5.1900001,10.073188,1.453953,5.7037826
17600,.206,4.3099999,5.5900002,7.9499998,7,33,19.1,12.5,9.7756538,1.4609379,5.7990928
18500,.191,4.3099999,5.5999999,7.9499998,7,33,19.1,18.459999,9.8255262,1.4609379,5.7990928
24299,.34,4.3099999,6.1100001,8.0600004,7,33,19.1,9.1599998,10.09819,1.4609379,5.7990928
